t_sec,TimeUS,DesRoll,DesPitch,DesYaw,PN,PE,PD,Roll,Pitch,Yaw,VN,VE,VD,GX,GY,GZ
1.09956,55745193,-0.0001420834887539,8.693494601175189e-05,354.8265991210937,-0.0078901313245296,0.0094486037269234,-0.0035535574425011,0.07,0.05,354.82,-0.0057924664579331,0.0070822318084537,0.0003396636457182,0.02,0.02,-0.09
1.19952,55845153,-0.0001420835615135,8.693496056366712e-05,354.8236694335937,-0.0072144889272749,0.0086572300642728,-0.0035425678361207,0.07,0.05,354.82,-0.0045158579014241,0.0055972873233258,0.000335298536811,0.02,0.02,-0.09
1.29948,55945113,-0.0001420835615135,8.693493873579428e-05,354.8207397460937,-0.0065850540995597,0.007920067757368,-0.0035293994005769,0.07,0.06,354.82,-0.0033878479152917,0.0043027764186263,0.0003155673039145,0.02,0.02,-0.09
1.39944,56045073,-0.0001420835760654,8.693492418387905e-05,354.81787109375,-0.0058890646323561,0.0070999432355165,-0.0035234319511801,0.07,0.06,354.81,-0.0024135711137205,0.0030492783989757,0.0002666645741555,0.02,0.02,-0.09
1.4994,56145033,-0.0001420835324097,8.69349023560062e-05,354.81463623046875,-0.0052764322608709,0.0063713123090565,-0.0035191483329981,0.07,0.06,354.81,-0.0015600806800648,0.0020189562346786,0.0002679104509297,0.02,0.02,-0.08
1.59936,56244993,-0.0001420835178578,8.693485870026052e-05,354.8116455078125,-0.0046342834830284,0.0056031635031104,-0.0035144188441336,0.07,0.06,354.81,-0.0007527417037636,0.0010326963383704,0.0003180627245455,0.02,0.02,-0.08
1.69932,56344953,-0.0001420835615135,8.693488780409098e-05,354.8086853027344,-0.0040758992545306,0.004930239636451,-0.0035050460137426,0.07,0.06,354.8,-0.0001263336162082,0.0002264469512738,0.000295708538033,0.02,0.02,-0.08
1.79928,56444913,-0.0001420835615135,8.693486597621813e-05,354.805908203125,-0.0035162246786057,0.004256104119122,-0.0035018203780055,0.07,0.06,354.8,0.0004559035296551,-0.0004986858693882,0.0002539920969866,0.02,0.02,-0.08
1.89924,56544873,-0.0001420835469616,8.693487325217575e-05,354.8031311035156,-0.0030427505262196,0.003678010078147,-0.003496216610074,0.08,0.06,354.8,0.0008626001654192,-0.0010722861625254,0.0002999811840709,0.02,0.02,-0.08
1.9992,56644833,-0.0001420835615135,8.693485870026052e-05,354.8003234863281,-0.0025821526069194,0.0031187713611871,-0.0034931283444166,0.08,0.07,354.8,0.0012547810329124,-0.0014879878144711,0.0002709690015763,0.02,0.02,-0.08
2.099993,56745626,-0.0001420835033059,8.693482959643006e-05,354.79718017578125,-0.0022005203645676,0.0026607289910316,-0.0034879005979746,0.08,0.07,354.79,0.0015451170038431,-0.0018165711080655,0.0002874778874684,0.02,0.02,-0.08
2.199953,56845586,-0.0001420834596501,8.693479321664199e-05,354.7941589355469,-0.0018357274821028,0.0022236865479499,-0.0034834654070436,0.08,0.07,354.79,0.0017229168443009,-0.0020353370346128,0.0003034778637811,0.02,0.02,-0.08
2.299913,56945546,-0.0001420834305463,8.693479321664199e-05,354.79119873046875,-0.0015441797440871,0.0018730050651356,-0.0034784846939146,0.08,0.07,354.79,0.0018506461055949,-0.0021861169952899,0.0002371204463997,0.02,0.02,-0.08
2.399873,57045506,-0.0001420834305463,8.693480776855722e-05,354.7879333496094,-0.0012872968800365,0.0015674124006181,-0.0034772991202771,0.08,0.07,354.78,0.0019249496981501,-0.0022408554796129,0.0002486407174728,0.02,0.02,-0.08
2.499833,57145466,-0.0001420834159944,8.693479321664199e-05,354.7850341796875,-0.0010683425934985,0.0013074857415631,-0.0034761580172926,0.08,0.07,354.78,0.0018914972897619,-0.0022136683110147,0.000209888399695,0.02,0.02,-0.08
2.599793,57245426,-0.0001420834159944,8.693474956089631e-05,354.7819519042969,-0.0008810673607513,0.0010811246465891,-0.0034785666503012,0.09,0.08,354.78,0.0018768783193081,-0.0022560425568372,0.0001611448824405,0.02,0.02,-0.08
2.699753,57345386,-0.0001420834159944,8.693475683685392e-05,354.7787170410156,-0.0007278543780557,0.0008923130226321,-0.003484042128548,0.09,0.08,354.77,0.0017730967374518,-0.0021312034223228,0.0001413774007232,0.02,0.02,-0.08
2.799713,57445346,-0.0001420834014425,8.693474228493869e-05,354.7757568359375,-0.0006005125469528,0.000735423353035,-0.0034907513763755,0.09,0.08,354.77,0.001659294241108,-0.0020126702729612,8.691022958373651e-05,0.02,0.02,-0.08
2.899673,57545306,-0.0001420833723386,8.693473500898108e-05,354.7727966308594,-0.0005070768529549,0.0006172653520479,-0.0035008308477699,0.09,0.08,354.77,0.0014584218151867,-0.0018128800438717,5.078127287561074e-05,0.02,0.02,-0.08
2.999633,57645266,-0.0001420833577867,8.693472045706585e-05,354.7695617675781,-0.0004328105133026,0.0005183754255995,-0.0035084036644548,0.09,0.08,354.76,0.001309010782279,-0.0017067695735022,8.235373388743028e-05,0.02,0.02,-0.08
3.099593,57745226,-0.0001420833577867,8.693469862919301e-05,354.7662048339844,-0.0003855383838526,0.0004464317462407,-0.0035124416463077,0.09,0.08,354.76,0.0010948864510282,-0.0015034559182822,7.280269346665591e-05,0.02,0.02,-0.08
3.199553,57845186,-0.0001420833286829,8.69346913532354e-05,354.7628479003906,-0.0003525173815432,0.0003910835075657,-0.0035166093148291,0.1,0.08,354.76,0.0008653746335767,-0.0012778295204043,4.713662565336563e-05,0.02,0.02,-0.08
3.299513,57945146,-0.0001420833286829,8.693468407727778e-05,354.75958251953125,-0.0003432098601479,0.0003622955991886,-0.0035180591512471,0.1,0.09,354.75,0.000626842083875,-0.0010148346191272,8.612181409262121e-05,0.02,0.02,-0.08
3.399473,58045106,-0.000142083314131,8.693467680132017e-05,354.7564697265625,-0.0003446323098614,0.0003476346901152,-0.0035206414759159,0.1,0.09,354.75,0.0003562483179848,-0.0007363682379946,7.763771282043308e-05,0.02,0.02,-0.08
